District,Latitude,Longitude
Botad,22.046709749999998,71.66896169930108
Chhota Udaipur,22.2224345,73.7778748627907
Dahod,22.919409899999998,74.13427251978064
Ahwa,20.7587262,73.6873533
Khambhalia,22.2061906,69.6505673
Gandhinagar,23.2232877,72.6492267
Veraval,20.9101099,70.365279
Jamnagar,22.4732415,70.0552102
Junagadh,21.5220416,70.4582458
Nadiad,22.6895535,72.8713603
Bhuj,23.2472446,69.668339
Lunavada,23.1290668,73.611114
Mehsana,23.601262849999998,72.37415155167554
Morbi,22.800395899999998,70.88623203876728
Rajpipla,21.878069,73.5039695
Navsari,20.952407,72.9323831
Godhra,22.7785001,73.6245157
Patan,23.773753,71.67985812598445
Porbandar,21.6409,69.611
Rajkot,22.3053263,70.8028377
Himatnagar,23.5971246,72.9588273
Surat,21.2094892,72.8317058
Surendranagar,22.82513945,71.62097359358216
Vyara,21.1176744,73.3857702
Vadodara,22.2973142,73.1942567
Valsad,20.43219565,73.14098929730321
Tharad,24.3897272,71.6292685
Ambala,30.3843674,76.770421
Bhiwani,28.7931703,76.1391283
Charkhi Dadri,28.5919933,76.2719817
Faridabad,28.4031478,77.3105561
Fatehabad,29.5359209,75.57529014661358
Gurugram,28.4646148,77.0299194
Hisar,29.239659600000003,75.81745047978342
Jhajjar,28.59644605,76.65053662578484
Jind,29.3140427,76.3179488
Kaithal,29.7996588,76.3989903
Karnal,29.7255766,76.91069238886621
Kurukshetra,29.9693747,76.8482787
Narnaul,28.0438456,76.1062015
Nuh,27.99351765,77.04196338756515
Palwal,28.0599426,77.32234220926105
Panchkula,30.6975401,76.8551066
Panipat,29.3912753,76.9771675
Rewari,28.1956468,76.6165179
Rohtak,28.9010899,76.5801935
Sirsa,29.606304100000003,74.9036567857643
Sonipat,28.9953758,77.0233627
Yamunanagar,30.1231349,77.286329
Bilaspur,22.1638486,82.13659231724193
Chamba,32.692331550000006,76.16315522950366
Hamirpur,25.75,80.0
Dharamshala,32.2143039,76.3196717
Reckong Peo,31.5421419,78.2708218
Kullu,31.9578974,77.1089232
Keylong,32.5713398,77.0345199
Mandi,31.65166165,77.00925418842219
Shimla,31.1041526,77.1709729
Nahan,30.5601803,77.2923596
Solan,30.9077569,77.1023645
Una,31.5834642,76.23514522983882
Bokaro,23.699127949999998,85.99106894165021
Chatra,24.106231649999998,84.86233794829053
Deoghar,24.4898318,86.6990182
Dhanbad,23.7952809,86.4309638
Dumka,24.2677937,87.2485495
Jamshedpur,22.8015194,86.2029579
Garhwa,24.053577,83.65268182215235
Giridih,24.331454649999998,86.1548117295738
Godda,24.864588599999998,87.2984837767587
Gumla,23.1603759,84.45995652080032
Hazaribag,23.9924352,85.3616252
Jamtara,23.9801639,86.92436369630936
Khunti,22.92818005,85.28144745743757
Koderma,24.4931239,85.55608107203881
Latehar,23.6880057,84.49695511086065
Lohardaga,23.4770044,84.69866841888845
Pakur,24.53259085,87.59323197586771
Daltonganj,24.0397192,84.0658109
Ramgarh,23.693479,85.52159885702125
Ranchi,23.3700501,85.3250387
Sahebganj,25.032043700000003,87.69176396030268
Seraikela,22.8232012,85.91973201600408
Simdega,22.59045725,84.54648050193023
Chaibasa,22.5483518,85.81888764651222
Bagalkote,16.2903648,75.5915819092485
Ballari,15.34836575,76.80552779174394
Belgaum,15.8572666,74.5069343
Bangalore,12.98815675,77.62260003796
Bangalore,12.98815675,77.62260003796
Bidar,18.02072965,77.24872035766641
Chamarajanagar,11.95442005,77.1069086262881
Chikkaballapur,13.099376424266564,77.38872899876924
Chikmagalur,13.318014,75.7738743
Chitradurga,14.3049174,76.52972341987515
Mangalore,12.8698101,74.8430082
Davangere,14.4661266,75.9206361
Dharwad,15.3707296,75.13328673460543
Gadag-Betageri,15.4221812,75.6376639
Kalaburagi,17.240895700000003,76.76974392025645
Hassan,13.030185249999999,76.17449676658171
Haveri,14.71802675,75.36564232024529
Madikeri,12.42149,75.7387543
Kolar,13.18050655,78.26693288646007
Koppal,15.57482375,76.3118493692591
Mandya,12.6368939,76.72754771427819
Mysore,12.3051828,76.6553609
Raichur,16.054719400000003,76.90036472411589
Ramanagara,12.720005950000001,77.31841990623
Shimoga,14.05565025,75.23805528480658
Tumakuru,13.4192512,76.88100044465654
Udupi,13.5269784,74.87318787345797
Karwar,14.8120931,74.1319229
Hospete,14.912433563696045,76.05914931375645
Bijapur,18.7935679,80.815939
Yadgir,16.57441225,76.92544344576471
Alappuzha,9.5006651,76.41241428564258
Kakkanad,10.01657,76.34275
Painavu,9.8540061,76.9446486
Kannur,11.8763836,75.3737973
Kasaragod,12.42219635,75.19044457747756
Kollam,8.8872399,76.5908768
Kottayam,9.6287383,76.64553257390992
Kozhikode,11.2450558,75.7754716
Malappuram,11.10684475,76.10995510466662
Palakkad,10.78736915,76.47421718925105
Pathanamthitta,9.278084100000001,76.97374429915658
Thiruvananthapuram,8.4882267,76.947551
Thrissur,10.5270099,76.214621
Kalpetta,11.6136614,76.0851692
Agar,20.818591650000002,76.94315240306656
Alirajpur,22.28595245,74.35456282607561
Anuppur,23.0346179,81.75102551563023
Ashoknagar,24.618609499999998,77.87869828577024
Balaghat,21.8611589,80.3237104768576
Barwani,21.751424800000002,74.89159566675349
Betul,21.8797472,77.87536507259225
Bhind,26.3518828,78.68631887730044
Bhopal,23.2584857,77.401989
Burhanpur,21.33486695,76.37088027832233
Chhatarpur,24.760608949999998,79.67817759088484
Chhindwara,22.20718965,78.79883295930742
Damoh,23.7981005,79.54193561694873
Datia,25.91829465,78.66449615888288
Dewas,22.8057498,76.294040773288
Dhar,22.578657200000002,75.22586367245644
Dindori,22.9070871,80.88469235570068
Guna,24.5001772,77.26009592641483
Gwalior,26.2037247,78.1573628
Harda,22.24279725,77.11791731666993
Hoshangabad,22.743060999999997,77.71893384853229
Indore,22.7203616,75.8681996
Jabalpur,23.1701522,79.9324505
Jhabua,22.88696515,74.72432486327068
Katni,23.717639300000002,80.26101812940934
Khandwa,21.8203752,76.3555424
Khargone,21.9544729,75.75212476982438
Maihar,24.260444,80.7592749
Mandla,22.687107400000002,80.58163411525186
Mandsaur,24.2628148,75.38569204340352
Mauganj,24.7144477,81.93931594107784
Morena,26.3849794,77.8612721274346
Narsinghpur,22.93455595,79.08678489806229
Neemuch,24.63055165,75.18289996326385
Niwari,25.3123152,78.66756404982684
Panna,24.44989305,80.14627227486437
Pandhurna,21.5898263,78.5258059
Raisen,23.2675909,78.17271344991482
Rajgarh,23.87167065,76.77447033719486
Ratlam,23.50222005,74.9551534052134
Rewa,24.75608455,81.38105738502682
Sagar,23.808307550000002,78.75825398721975
Satna,24.6954445,80.77703482475752
Sehore,23.115004149999997,77.06653558236647
Seoni,22.2748109,79.72025222428486
Shahdol,23.3002343,81.364771
Shajapur,23.41710015,76.60747942907905
Sheopur,25.74992665,76.9212944875333
Shivpuri,25.374121549999998,77.82788660942335
Sidhi,24.211268699999998,81.70004154154752
Waidhan,24.1260312,82.61527448412937
Tikamgarh,24.85521045,79.04725459918899
Ujjain,23.1885131,75.7716562
Umaria,23.64318365,80.94190777719564
Vidisha,23.84630035,77.83702093017993
Ahmednagar,19.162772500000003,74.85802430085195
Akola,20.76181225,77.1921156663574
Amravati,21.15454115,77.64429617998744
Aurangabad,24.80332005,84.41101977690866
Beed,18.9918442,75.90978399809711
Bhandara,21.1225869,79.79450898891825
Buldhana,20.562845000000003,76.40869861474177
Chandrapur,20.0967555,79.50454752230621
Osmanabad,18.28224535,76.05881660170444
Dhule,21.1305215,74.49006143365727
Gadchiroli,19.759070350000002,80.16228072580182
Gondia,21.455228,80.1962729
Hingoli,19.54311635,77.17394323993398
Jalgaon,20.84288265,75.52612463784979
Jalna,19.918832950000002,75.87085986165867
Kolhapur,16.7028412,74.2405329
Latur,18.355334749999997,76.75489974062862
Mumbai,19.054999,72.8692035
Bandra (East),19.0616565,72.8498111
Nanded,19.09400875,77.48319215130235
Nandurbar,21.51416215,74.54055132515717
Nagpur,21.1498134,79.0820556
Nashik,20.0112475,73.7902364
Palghar,19.757249,73.09311986183509
Parbhani,19.29019805,76.60264434278307
Pune,18.5213738,73.8545071
Alibag,18.6498427,72.8765469
Ratnagiri,17.282607900000002,73.4569787039826
Sangli,17.1726928,74.58676543279755
Satara,17.63612885,74.29827807601782
Oros,16.1163272,73.7078762
Solapur,17.84990665,75.27632027348457
Thane,19.1943294,72.9701779
Wardha,20.82562315,78.61314549522919
Washim,20.287417750000003,77.23696550258964
Yavatmal,20.0638677,78.35656629884886
Bishnupur,23.0757335,87.3146343
Chandel,24.1700959,94.00596727469227
Churachandpur,24.281310750000003,93.67603860087425
Porompat,24.813386350000002,93.97222976202903
Lamphelpat,24.800497,93.91307582830966
Jiribam,24.8023996,93.1165145
Kakching,24.38904015,93.88013239529906
Kamjong,24.8577847,94.5107757
Kangpokpi,25.1524326,93.9714932
Noney (Longmai),24.851633,93.622747
Pherzawl,24.2595653,93.1906004
Senapati,25.393369749999998,94.15051748246111
Tamenglong,24.9858596,93.5039967
Tengnoupal,24.3626155,94.25949973084285
Thoubal,24.62525025,94.00835224071031
Ukhrul,25.311073800000003,94.47537752375742
Williamnagar,25.506085,90.60381
Khliehriat,25.2453874,92.31947708111298
Shillong,25.5760446,91.8825282
Mairang,25.67340085,91.64142724225741
Resubelpara,25.88928395,90.58537121819344
Nongpoh,25.8989839,91.8812907
Baghmara,23.789329,86.2041444
Ampati,25.4704958,89.9367062
Mawkyrwat,25.38569835,91.34601476049679
Tura,25.5125616,90.2171526
Jowai,25.4434703,92.1973181
Nongstoin,25.572639449999997,91.25408026691981
Aizawl,23.7433532,92.7382756
Champhai,23.54437435,93.34795058148227
Hnahthial,22.9663656,93.01026448504744
Khawzawl,23.4877894,93.14029427419158
Kolasib,24.1905469,92.71365945236167
Lawngtlai,22.3913377,92.73971892338996
Lunglei,22.95199715,92.63388271315205
Mamit,23.7564387,92.45153737096814
Saiha,22.287672399999998,93.01336001484833
Saitual,23.81285685,92.97279748183348
Serchhip,23.3052514,92.8455123321871
Chümoukedima,25.808680950000003,93.71486698561793
Dimapur,25.904137849999998,93.7177608788519
Kiphire,25.81138215,94.8494968258058
Kohima,25.6618755,94.1019156
Longleng,26.58393145,94.80454811417482
Mokokchung,26.4795861,94.51052754768273
Mon,26.666667,95.0
Niuland,25.850495549999998,93.91800185873757
Noklak,26.112335950000002,95.01266583851952
Peren,25.450230599999998,93.60011541022698
Phek,25.6514473,94.38097877104043
Shamator,26.0714153,94.8745224
Tseminyü,25.94103675,94.16854735868066
Tuensang,26.23421065,94.74155301538642
Wokha,26.24225095,94.19211530177269
Zunheboto,26.01238025,94.51237194730331
Angul,21.102538000000003,84.95368249418928
Boudh,20.6407463,83.99697042585481
Bhadrak,20.9854052,86.59342264863574
Balangir,20.609518299999998,83.16730287009958
Bargarh,21.2319922,83.5652737033866
Balasore,21.5006421,86.919884
Cuttack,20.4686,85.8792
Debagarh,21.4477962,84.71742035460535
Dhenkanal,20.835149350000002,85.60223048169827
Chhatrapur,19.38141985,84.92888714401059
Paralakhemundi,18.844796600000002,84.04995906239806
Jharsuguda,21.8019368,83.97139644649639
Jajpur,20.87467875,86.12153933111324
Jagatsinghpur,20.2593872,86.1660878
Khordha,20.053814850000002,85.50233082193785
Kendujhar,21.5892323,85.66878413736906
Bhawanipatna,19.9104952,83.1678321
Phulbani,20.4762322,84.2348517
Koraput,18.7232023,82.61005964425227
Kendrapara,20.5475164,86.5296168190126
Malkangiri,18.27446845,81.952031579464
Baripada,21.9342456,86.7308825
Nabarangpur,19.2288319,82.5668344
Nuapada,20.5412657,82.52923519887409
Nayagarh,20.23936825,85.0507280001334
Puri,19.8076083,85.8252538
Rayagada,19.44266975,83.58730533403485
Sambalpur,21.5570606,84.15285150500952
Subarnapur,20.85357835,83.85291592046968
Sundergarh,22.1172081,84.02009816785659
Amritsar,31.6356659,74.8787496
Barnala,30.3716802,75.5039886995367
Bathinda,30.17948135,75.04710979185342
Faridkot,30.6014507,74.79501756894368
Fatehgarh Sahib,30.663404149999998,76.38030001704635
Fazilka,30.3198406,74.1217943299535
Firozpur,30.8753832,74.65254375024789
Gurdaspur,31.9037264,75.22755867008682
Hoshiarpur,31.60929415,75.84597544153354
Jalandhar,31.29223115,75.56788777097373
Kapurthala,31.38564755,75.30533042971072
Ludhiana,30.9090157,75.851601
Malerkotla,30.533129,75.8807604
Mansa,29.8764133,75.48895639945275
Moga,30.7877554,75.15935898836224
Pathankot,32.3021899,75.65894063717977
Patiala,30.20927775,76.33972313649818
Rupnagar,31.0917102,76.52897012920695
Sahibzada Ajit Singh Nagar,30.7041168,76.7176885
Sangrur,30.135717,75.85333259556887
Nawanshahr,31.12696895,76.15989884152029
Sri Muktsar Sahib,30.28671615,74.52622341443077
Tarn Taran Sahib,31.4555254,74.9269621
Ajmer,26.4691,74.639
Alwar,27.414004849999998,76.61703869600933
Balotra,25.8300564,72.2470946
Banswara,23.49150465,74.35021720129201
Baran,24.92081645,76.6821984669639
Barmer,25.5814853,71.19249222700306
Beawar,26.0992137,74.3127044
Bharatpur,27.024695899999998,77.29201163357268
Bhilwara,25.48911765,74.33007256947698
Bikaner,28.0159286,73.3171367
Bundi,25.4367659,75.736147085863
Chittorgarh,24.7171578,74.47181293724019
Churu,28.20477805,74.69129960764752
Dausa,26.80486585,76.44374569929329
Deeg,27.4773321,77.3257027
Dholpur,26.7010642,77.896749
Didwana,27.4061158,74.5577959
Dungarpur,23.8538893,73.7087177
Hanumangarh,29.3659533,74.29842896506344
Jaipur,26.9154576,75.8189817
Jaisalmer,26.9116615,70.9124888
Jalore,25.27186295,72.43881214602396
Jhalawar,24.3132368,76.52210783164801
Jhunjhunu,28.0810679,75.37924775151512
Jodhpur,26.2967719,73.0351433
Karauli,26.4530971,77.0160460838982
Khairthal,27.7978292,76.6417499
Kota,25.1737019,75.8574194
Kotputli,27.707172,76.1996447
Nagaur,26.9873443,73.73890107316704
Pali,25.45522105,73.4193889559074
Phalodi,27.07993345,72.5804849079002
Pratapgarh,25.75,81.75
Rajsamand,25.2892459,73.8241077454327
Salumbar,24.1862743,73.94076796828125
Sawai Madhopur,26.1137182,76.4240637330536
Sikar,27.662505799999998,75.02799052644464
Sirohi,24.811404699999997,72.83002573160249
Sri Ganganagar,29.54807325,73.83389485608284
Tonk,26.122266000000003,75.82386305157223
Udaipur,24.578721,73.6862571
Gangtok,27.329046,88.6122673
Gyalshing,27.41851735,88.18083382964556
Mangan,27.74891905,88.5214387098307
Namchi,27.3031019,88.37859609224414
Pakyong,27.22893495,88.647119625
Soreng,27.1901652,88.20067353825723
Ariyalur,11.1530559,79.25857973608959
Chengalpattu,12.6840886,79.9836371
Chennai,13.0836939,80.270186
Coimbatore,11.0018115,76.9628425
Cuddalore,11.52020705,79.33963564750636
Dharmapuri,12.14561305,78.11322171666458
Dindigul,10.425689649999999,77.815663999998
Erode,11.49052815,77.35052739885393
Kallakurichi,11.79468465,79.03882106200822
Kanchipuram,12.9647163,79.9839686
Nagercoil,8.1880471,77.4290492
Karur,10.821767099999999,78.38286541157868
Krishnagiri,12.51520745,78.00937692782514
Madurai,9.9261153,78.1140983
Mayiladuthurai,11.1018614,79.6503162
Nagapattinam,10.60262025,79.7619347994777
Ooty,11.4126769,76.7030504
Namakkal,11.303388949999999,78.1186040211884
Perambalur,11.2902641,78.9300404012642
Pudukkottai,10.2903072,78.81736165831396
Ramanathapuram,9.5205576,78.51846345155016
Ranipettai,12.9292452,79.3321712
Salem,11.64696155,78.21069575456464
Sivagangai,9.9650599,78.7204283237222
Tenkasi,9.0933908,77.47583730587374
Tiruppur,10.791526650000002,77.53254662905589
Tiruchirappalli,10.8071144,78.6880939
Theni,9.86925575,77.42229738345591
Tirunelveli,8.720311382076236,77.70747381587239
Thanjavur,10.65903695,79.20142776213416
Thoothukudi,8.84570345,77.99381783527917
Tirupattur,12.4983561,78.5618167
Tiruvallur,13.1394221,79.9070839
Thiruvarur,10.6878621,79.49794371209825
Tiruvannaamalai,,
Vellore,12.9021849,79.06110398623842
Viluppuram,12.11669665,79.59892355244544
Virudhunagar,9.4926289,77.86318306460637
Adilabad,19.6759452,78.5339895
Kothagudem,17.5512916,80.6144535
Hanamkonda,18.0068629,79.5578719
Hyderabad,17.360589,78.4740613
Jagtial,18.82135895,78.91506632525903
Jangaon,17.746584300000002,79.24072182693956
Bhupalpally,18.4381466,79.8684969
Gadwal,16.2347032,77.7946371
Kamareddy,18.316551,78.05393808043348
Karimnagar,18.4348122,79.1328042
Khammam,17.2465351,80.1500326
Asifabad,19.3593461,79.2960404
Mahabubabad,17.7138983,80.04134252767227
Mahbubnagar,16.7434538,77.9923191
Mancherial,18.9812967,79.51980961374048
Medak,17.9375095,78.21174498510584
Shamirpet,17.5942672,78.5743878
Mulugu,18.31453475,80.3458815996114
Nalgonda,16.8579636,79.21749353315548
Nagarkurnool,16.415762649999998,78.68304333132829
Narayanpet,16.700551750000002,77.61648447017446
Nirmal,19.091520950000003,78.39660898429065
Nizamabad,18.6732693,78.0978477
Peddapalli,18.62065305,79.49501710882896
Sircilla,18.3897573,78.8085973
Hyderabad,17.360589,78.4740613
Sangareddy,17.8684342,77.82271887720601
Siddipet,18.005585099999998,78.89611304969961
Suryapet,17.08001385,79.7925329742427
Vikarabad,17.2702855,77.74529700637382
Wanaparthy,16.285294399999998,77.98644727021286
Warangal,17.9820644,79.5970954
Bhongir,17.5172789,78.8863383
Ambassa,23.88793835,91.86442303211692
Udaipur,24.578721,73.6862571
Khowai,23.9563913,91.64210695958099
Dharmanagar,24.369978,92.1699319
Bishramganj,23.5984072,91.3591951
Belonia,23.2497879,91.4550309
Kailashahar,24.3194297,91.9984289
Agartala,23.8312377,91.2823821
Agra,27.1752554,78.0098161
Aligarh,27.8761073,78.13581531245276
Akbarpur,26.4200687,82.5382541
Gauriganj,26.2657866,81.69916999947125
Amroha,28.79526315,78.34362444291719
Auraiya,26.65582145,79.51607566959635
Ayodhya,26.7990707,82.2052321
Azamgarh,26.023639000000003,83.02931045602446
Baghpat,29.037477850000002,77.3062736595316
Bahraich,27.734382250000003,81.47653998303304
Ballia,25.87495945,84.12103292973015
Balrampur,27.4476988,82.39562446515757
Banda,25.44385365,80.55952371281752
Barabanki,26.942140600000002,81.38560869842297
Bareilly,28.45823445,79.40474517998476
Basti,26.838708349999997,82.53509190101042
Gyanpur,25.316620399999998,82.38599337007872
Bijnor,29.4074203,78.48214063370122
Budaun,28.0367001,79.1234
Bulandshahr,28.3874073,77.9743804965303
Chandauli,25.125695049999997,83.24946012689054
Karwi,25.21715265,80.9173547811757
Deoria,26.423991100000002,83.7638577758042
Etah,27.5550357,78.59922214449577
Etawah,26.715562900000002,79.09170983360895
Fatehgarh,27.3700748,79.620752
Fatehpur,25.8348023,80.91545468512774
Firozabad,27.19419535,78.46049561440218
Noida,28.5706333,77.3272147
Ghaziabad,28.7749966,77.4586967071196
Ghazipur,25.60348625,83.50758884009142
Gonda,27.1103723,81.92389055909715
Gorakhpur,26.6677977,83.364233378331
Hamirpur,25.75,80.0
Hapur,28.7166767,77.89043300265203
Hardoi,27.336997750000002,80.09982319183257
Hathras,27.5724324,78.11162088731544
Orai,25.9359555,79.42432768008604
Jaunpur,25.7967065,82.4888992436659
Jhansi,25.529855,78.65278023546288
Kannauj,26.9986675,79.69279463324783
Akbarpur,26.4200687,82.5382541
Kanpur,26.4609135,80.3217588
Kasganj,27.788852749999997,78.8229700885066
Manjhanpur,25.399823650000002,81.3318722866824
Padrauna,26.8975611,83.9827053
Lakhimpur,27.17633555,94.19929317390199
Lalitpur,24.6999688,78.51861997577222
Lucknow,26.8381,80.9346001
Maharajganj,27.09360245,83.56606806432684
Mahoba,25.36159385,79.70601096636403
Mainpuri,27.20930715,79.06253691568566
Mathura,27.4955539,77.6855554
Mau,26.03909045,83.49858462133619
Meerut,29.0018557,77.76796714992041
Mirzapur,24.9316896,82.62801628419575
Moradabad,28.879655300000003,78.80953353954959
Muzaffarnagar,29.44969785,77.74293325807088
Pilibhit,28.4947158,80.1076121626605
Pratapgarh,25.75,81.75
Prayagraj,25.4381302,81.8338005
Raebareli,26.20867685,81.21862977045768
Rampur,28.7934728,79.18458064228349
Saharanpur,29.9856799,77.50406459058038
Sambhal,28.42719275,78.55645464651963
Khalilabad,26.7751208,83.05424
Shahjahanpur,27.9128583,79.74762537616267
Shamli,29.481150749999998,77.2901343874282
Shravasti,27.5083429,82.0263569
Naugarh,27.2751558,83.0882093
Sitapur,27.502674749999997,80.833513937751
Robertsganj,24.626615649999998,83.24030255442918
Sultanpur,26.260473150000003,82.23805321467546
Unnao,26.5673264,80.61981926788883
Varanasi,25.3356491,83.0076292
Almora,29.70265095,79.43263182057746
Bageshwar,30.0087902,79.92801830528973
Gopeshwar,30.40878,79.31855
Champawat,29.235032,80.10230681491865
Dehradun,30.3255646,78.0436813
Haridwar,29.9384473,78.1452985
Nainital,29.3905295,79.460869
Pauri,30.06523135,78.73157159495136
Pithoragarh,30.126497450000002,80.48169891016147
Rudraprayag,30.49158345,79.03660667712487
New Tehri,30.37445,78.43277
Rudrapur,28.9707183,79.3972845
Uttarkashi,30.9635733,78.63625207073864
Alipurduar,26.4851573,89.5246926
Bankura,23.132376999999998,87.20819250835955
Suri,23.9080538,87.5277255
Cooch Behar,26.2559197,89.42011428381527
Balurghat,25.2234352,88.7780654
Darjeeling,27.0377554,88.263176
